EVALUASI SISTEM PEMANTAUAN BANJIR BENDUNGAN CIAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pemantauan Per Jam (Maret 2023 – Juli 2026) & Analisis Outflow 100% Konduit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Pemutakhiran,,,,,,Metode UPB,,,,,,Pedoman OP & RTD Bendungan,,,,,,
1848,3/30/2024,6:00:00 AM,508.90,3.20,,"1,531.49",,,,,,,13.77,0.00,13.77,13.76,0.00,Normal,59.30,0.00,59.30,Siaga Banjir IV,45.53,-0.77,,,
1849,3/30/2024,8:35:00 AM,508.90,3.20,,"1,531.49",,,,,,,13.77,0.00,13.77,13.77,0.00,Normal,59.30,0.00,59.30,Siaga Banjir IV,45.53,-0.77,,,
1850,3/30/2024,12:00:00 PM,508.80,3.20,,"1,410.21",,,,,,,12.96,0.00,12.96,12.95,0.00,Normal,58.68,0.00,58.68,Siaga Banjir IV,45.72,-0.78,,,
1851,3/30/2024,4:00:00 PM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.14,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1852,3/30/2024,7:00:00 PM,508.75,3.20,,"1,349.58",,,,,,,12.55,0.00,12.55,12.56,0.01,Normal,58.36,0.00,58.36,Siaga Banjir IV,45.81,-0.78,,,
1853,3/30/2024,9:00:00 PM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.14,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1854,3/31/2024,12:00:00 AM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.74,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1855,3/31/2024,8:30:00 AM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.15,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1856,3/31/2024,12:00:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.32,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1857,3/31/2024,4:00:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1858,3/31/2024,7:35:00 PM,508.67,3.20,,"1,252.56",,,,,,,11.90,0.00,11.90,11.91,0.01,Normal,57.86,0.00,57.86,Siaga Banjir IV,45.96,-0.79,,,
1859,3/31/2024,11:30:00 PM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.15,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1860,4/1/2024,8:00:00 AM,508.56,3.20,,"1,119.15",,,,,,,11.01,0.00,11.01,11.00,0.00,Normal,57.17,0.00,57.17,Siaga Banjir IV,46.16,-0.81,,,
1861,4/1/2024,4:30:00 PM,508.87,3.20,,"1,495.10",,,,,,,13.53,0.00,13.53,13.54,0.01,Normal,59.12,0.00,59.12,Siaga Banjir IV,45.59,-0.77,,,
1862,4/2/2024,8:00:00 AM,508.57,3.20,,"1,131.28",,,,,,,11.09,0.00,11.09,11.08,0.00,Normal,57.23,0.00,57.23,Siaga Banjir IV,46.15,-0.81,,,
1863,4/2/2024,1:10:00 PM,508.55,3.20,,"1,107.03",,,,,,,10.93,0.00,10.93,10.93,0.00,Normal,57.11,0.00,57.11,Siaga Banjir IV,46.18,-0.81,,,
1864,4/3/2024,7:45:00 AM,508.52,3.20,,"1,070.64",,,,,,,10.68,0.00,10.68,10.68,0.00,Normal,56.92,0.00,56.92,Siaga Banjir IV,46.24,-0.81,,,
1865,4/3/2024,11:30:00 AM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.75,0.01,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1866,4/3/2024,3:30:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1867,4/4/2024,8:35:00 AM,508.52,3.20,,"1,070.64",,,,,,,10.68,0.00,10.68,10.68,0.00,Normal,56.92,0.00,56.92,Siaga Banjir IV,46.24,-0.81,,,
1868,4/4/2024,4:20:00 PM,508.76,3.20,,"1,361.70",,,,,,,12.64,0.00,12.64,12.65,0.01,Normal,58.43,0.00,58.43,Siaga Banjir IV,45.79,-0.78,,,
1869,4/4/2024,7:30:00 PM,509.00,3.20,,"1,652.76",,,,,,,16.76,0.00,16.76,16.78,0.03,Normal,59.93,0.00,59.93,Siaga Banjir IV,43.18,-0.72,,,
1870,4/5/2024,8:10:00 AM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.51,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1871,4/5/2024,3:30:00 PM,508.78,3.20,,"1,385.96",,,,,,,12.80,0.00,12.80,12.81,0.01,Normal,58.55,0.00,58.55,Siaga Banjir IV,45.75,-0.78,,,
1872,4/5/2024,5:30:00 PM,513.10,3.20,,"24,123.73",,,,,,,73.84,0.00,73.84,76.99,3.16,Siaga Banjir IV,113.01,0.00,113.01,Siaga Banjir III,39.17,-0.35,,,
1873,4/5/2024,5:35:00 PM,513.80,3.20,,"31,140.26",,,,,,,83.83,0.00,83.83,107.22,23.39,Siaga Banjir IV,118.45,0.00,118.45,Siaga Banjir III,34.62,-0.29,,,
1874,4/5/2024,5:45:00 PM,514.20,3.20,,"35,677.69",,,,,,,89.70,0.00,89.70,97.26,7.56,Siaga Banjir IV,121.16,0.00,121.16,Siaga Banjir III,31.46,-0.26,,,
1875,4/5/2024,6:40:00 PM,511.00,3.20,,"8,620.58",,,,,,,52.88,0.00,52.88,44.68,0.00,Siaga Banjir IV,89.70,0.00,89.70,Siaga Banjir IV,36.82,-0.41,,,
1876,4/5/2024,7:30:00 PM,509.97,3.20,,"4,116.28",,,,,,,29.45,0.00,29.45,27.95,0.00,Siaga Banjir IV,74.92,0.00,74.92,Siaga Banjir IV,45.47,-0.61,,,
1877,4/5/2024,10:00:00 PM,509.00,3.20,,"1,652.76",,,,,,,16.76,0.00,16.76,16.48,0.00,Normal,59.93,0.00,59.93,Siaga Banjir IV,43.18,-0.72,,,
1878,4/6/2024,12:00:00 AM,508.75,3.20,,"1,349.58",,,,,,,12.55,0.00,12.55,12.55,0.00,Normal,58.36,0.00,58.36,Siaga Banjir IV,45.81,-0.78,,,
1879,4/6/2024,7:52:00 AM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.14,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1880,4/6/2024,11:30:00 AM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.15,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1881,4/6/2024,4:00:00 PM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.15,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1882,4/6/2024,6:11:00 PM,511.10,3.20,,"9,252.37",,,,,,,53.27,0.00,53.27,54.28,1.01,Siaga Banjir IV,90.81,0.00,90.81,Siaga Banjir IV,37.54,-0.41,,,
1883,4/6/2024,6:31:00 PM,510.80,3.20,,"7,734.96",,,,,,,52.10,0.00,52.10,50.84,0.00,Siaga Banjir IV,86.84,0.00,86.84,Siaga Banjir IV,34.74,-0.40,,,
1884,4/6/2024,8:00:00 PM,509.90,3.20,,"3,938.50",,,,,,,28.16,0.00,28.16,27.45,0.00,Siaga Banjir IV,73.84,0.00,73.84,Siaga Banjir IV,45.67,-0.62,,,
1885,4/7/2024,12:00:00 AM,509.00,3.20,,"1,652.76",,,,,,,16.76,0.00,16.76,16.72,0.00,Normal,59.93,0.00,59.93,Siaga Banjir IV,43.18,-0.72,,,
1886,4/7/2024,3:50:00 AM,508.80,3.20,,"1,410.21",,,,,,,12.96,0.00,12.96,12.94,0.00,Normal,58.68,0.00,58.68,Siaga Banjir IV,45.72,-0.78,,,
1887,4/7/2024,7:53:00 AM,508.75,3.20,,"1,349.58",,,,,,,12.55,0.00,12.55,12.55,0.00,Normal,58.36,0.00,58.36,Siaga Banjir IV,45.81,-0.78,,,
1888,4/7/2024,12:05:00 PM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.14,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1889,4/7/2024,4:00:00 PM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.74,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1890,4/7/2024,7:50:00 PM,509.70,3.20,,"3,430.56",,,,,,,24.49,0.00,24.49,24.65,0.16,Siaga Banjir IV,70.75,0.00,70.75,Siaga Banjir IV,46.26,-0.65,,,
1891,4/8/2024,12:00:00 AM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.49,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1892,4/8/2024,4:00:00 AM,508.20,3.20,,682.57,,,,,,,8.08,0.00,8.08,8.05,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,46.83,-0.85,,,
1893,4/8/2024,7:53:00 AM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.78,0.04,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1894,4/8/2024,12:35:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1895,4/8/2024,4:29:00 PM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.74,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1896,4/8/2024,8:00:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1897,4/9/2024,12:00:00 AM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.74,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1898,4/9/2024,4:00:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1899,4/9/2024,7:39:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1900,4/9/2024,12:00:00 PM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.74,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1901,4/9/2024,4:24:00 PM,508.59,3.20,,"1,155.54",,,,,,,11.25,0.00,11.25,11.25,0.00,Normal,57.36,0.00,57.36,Siaga Banjir IV,46.11,-0.80,,,
1902,4/9/2024,8:00:00 PM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.75,0.01,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1903,4/10/2024,12:00:00 AM,508.59,3.20,,"1,155.54",,,,,,,11.25,0.00,11.25,11.25,0.00,Normal,57.36,0.00,57.36,Siaga Banjir IV,46.11,-0.80,,,
1904,4/10/2024,3:51:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1905,4/10/2024,7:50:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1906,4/10/2024,12:03:00 PM,508.55,3.20,,"1,107.03",,,,,,,10.93,0.00,10.93,10.92,0.00,Normal,57.11,0.00,57.11,Siaga Banjir IV,46.18,-0.81,,,
1907,4/10/2024,4:30:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.34,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1908,4/10/2024,7:45:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1909,4/11/2024,12:00:00 AM,508.59,3.20,,"1,155.54",,,,,,,11.25,0.00,11.25,11.25,0.00,Normal,57.36,0.00,57.36,Siaga Banjir IV,46.11,-0.80,,,
1910,4/11/2024,3:40:00 AM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.51,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1911,4/11/2024,7:30:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.34,0.01,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1912,4/11/2024,12:30:00 PM,508.55,3.20,,"1,107.03",,,,,,,10.93,0.00,10.93,10.92,0.00,Normal,57.11,0.00,57.11,Siaga Banjir IV,46.18,-0.81,,,
1913,4/11/2024,5:00:00 PM,508.52,3.20,,"1,070.64",,,,,,,10.68,0.00,10.68,10.68,0.00,Normal,56.92,0.00,56.92,Siaga Banjir IV,46.24,-0.81,,,
1914,4/11/2024,7:00:00 PM,508.90,3.20,,"1,531.49",,,,,,,13.77,0.00,13.77,13.84,0.06,Normal,59.30,0.00,59.30,Siaga Banjir IV,45.53,-0.77,,,
1915,4/11/2024,8:00:00 PM,509.10,3.20,,"1,906.73",,,,,,,20.02,0.00,20.02,20.12,0.10,Siaga Banjir IV,61.48,0.00,61.48,Siaga Banjir IV,41.46,-0.67,,,
1916,4/11/2024,11:35:00 PM,509.00,3.20,,"1,652.76",,,,,,,16.76,0.00,16.76,16.74,0.00,Normal,59.93,0.00,59.93,Siaga Banjir IV,43.18,-0.72,,,
1917,4/12/2024,5:20:00 AM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.73,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1918,4/12/2024,7:50:00 AM,508.62,3.20,,"1,191.92",,,,,,,11.50,0.00,11.50,11.49,0.00,Normal,57.55,0.00,57.55,Siaga Banjir IV,46.05,-0.80,,,
1919,4/12/2024,12:30:00 PM,508.67,3.20,,"1,252.56",,,,,,,11.90,0.00,11.90,11.91,0.00,Normal,57.86,0.00,57.86,Siaga Banjir IV,45.96,-0.79,,,
1920,4/12/2024,5:40:00 PM,508.67,3.20,,"1,252.56",,,,,,,11.90,0.00,11.90,11.90,0.00,Normal,57.86,0.00,57.86,Siaga Banjir IV,45.96,-0.79,,,
1921,4/12/2024,7:15:00 PM,508.68,3.20,,"1,264.68",,,,,,,11.98,0.00,11.98,11.99,0.00,Normal,57.92,0.00,57.92,Siaga Banjir IV,45.94,-0.79,,,
1922,4/12/2024,9:00:00 PM,508.65,3.20,,"1,228.30",,,,,,,11.74,0.00,11.74,11.73,0.00,Normal,57.74,0.00,57.74,Siaga Banjir IV,46.00,-0.80,,,
1923,4/13/2024,12:30:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.33,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1924,4/13/2024,5:00:00 AM,508.63,3.20,,"1,204.05",,,,,,,11.58,0.00,11.58,11.58,0.00,Normal,57.61,0.00,57.61,Siaga Banjir IV,46.03,-0.80,,,
1925,4/13/2024,9:30:00 AM,508.43,3.20,,961.50,,,,,,,9.95,0.00,9.95,9.94,0.00,Normal,56.36,0.00,56.36,Siaga Banjir IV,46.41,-0.82,,,
1926,4/13/2024,1:00:00 PM,508.47,3.20,,"1,010.01",,,,,,,10.28,0.00,10.28,10.28,0.00,Normal,56.61,0.00,56.61,Siaga Banjir IV,46.33,-0.82,,,
1927,4/13/2024,7:05:00 PM,508.42,3.20,,949.37,,,,,,,9.87,0.00,9.87,9.87,0.00,Normal,56.29,0.00,56.29,Siaga Banjir IV,46.42,-0.82,,,
1928,4/14/2024,12:00:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.34,0.00,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1929,4/14/2024,5:30:00 AM,508.68,3.20,,"1,264.68",,,,,,,11.98,0.00,11.98,11.99,0.00,Normal,57.92,0.00,57.92,Siaga Banjir IV,45.94,-0.79,,,
1930,4/14/2024,7:50:00 AM,508.66,3.20,,"1,240.43",,,,,,,11.82,0.00,11.82,11.82,0.00,Normal,57.80,0.00,57.80,Siaga Banjir IV,45.98,-0.80,,,
1931,4/14/2024,12:00:00 PM,508.66,3.20,,"1,240.43",,,,,,,11.82,0.00,11.82,11.82,0.00,Normal,57.80,0.00,57.80,Siaga Banjir IV,45.98,-0.80,,,
1932,4/14/2024,4:45:00 PM,509.20,3.20,,"2,160.70",,,,,,,21.40,0.00,21.40,21.45,0.05,Siaga Banjir IV,63.02,0.00,63.02,Siaga Banjir IV,41.62,-0.66,,,
1933,4/14/2024,5:00:00 PM,512.95,3.20,,"22,712.23",,,,,,,71.52,0.00,71.52,94.35,22.84,Siaga Banjir IV,111.66,0.00,111.66,Siaga Banjir III,40.14,-0.36,,,
1934,4/14/2024,6:00:00 PM,513.00,3.20,,"23,121.37",,,,,,,72.29,0.00,72.29,72.40,0.11,Siaga Banjir IV,112.23,0.00,112.23,Siaga Banjir III,39.94,-0.36,,,
1935,4/14/2024,6:30:00 PM,510.00,3.20,,"4,192.47",,,,,,,30.00,0.00,30.00,19.48,0.00,Siaga Banjir IV,75.38,0.00,75.38,Siaga Banjir IV,45.38,-0.60,,,
1936,4/14/2024,7:00:00 PM,509.80,3.20,,"3,684.53",,,,,,,26.33,0.00,26.33,26.04,0.00,Siaga Banjir IV,72.29,0.00,72.29,Siaga Banjir IV,45.96,-0.64,,,
1937,4/14/2024,9:45:00 PM,508.95,3.20,,"1,592.12",,,,,,,14.18,0.00,14.18,13.97,0.00,Normal,59.62,0.00,59.62,Siaga Banjir IV,45.44,-0.76,,,
1938,4/15/2024,12:00:00 AM,508.80,3.20,,"1,410.21",,,,,,,12.96,0.00,12.96,12.96,0.00,Normal,58.68,0.00,58.68,Siaga Banjir IV,45.72,-0.78,,,
1939,4/15/2024,5:15:00 AM,509.00,3.20,,"1,652.76",,,,,,,16.76,0.00,16.76,16.77,0.01,Normal,59.93,0.00,59.93,Siaga Banjir IV,43.18,-0.72,,,
1940,4/15/2024,8:20:00 AM,508.70,3.20,,"1,288.94",,,,,,,12.15,0.00,12.15,12.11,0.00,Normal,58.05,0.00,58.05,Siaga Banjir IV,45.90,-0.79,,,
1941,4/15/2024,12:30:00 PM,508.55,3.20,,"1,107.03",,,,,,,10.93,0.00,10.93,10.91,0.00,Normal,57.11,0.00,57.11,Siaga Banjir IV,46.18,-0.81,,,
1942,4/15/2024,5:00:00 PM,508.52,3.20,,"1,070.64",,,,,,,10.68,0.00,10.68,10.68,0.00,Normal,56.92,0.00,56.92,Siaga Banjir IV,46.24,-0.81,,,
1943,4/15/2024,7:00:00 PM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.52,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1944,4/16/2024,12:00:00 AM,508.55,3.20,,"1,107.03",,,,,,,10.93,0.00,10.93,10.93,0.00,Normal,57.11,0.00,57.11,Siaga Banjir IV,46.18,-0.81,,,
1945,4/16/2024,5:30:00 AM,508.52,3.20,,"1,070.64",,,,,,,10.68,0.00,10.68,10.68,0.00,Normal,56.92,0.00,56.92,Siaga Banjir IV,46.24,-0.81,,,
1946,4/17/2024,3:45:00 PM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.52,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1947,4/17/2024,5:17:00 PM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.52,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1948,4/17/2024,6:18:00 PM,508.52,3.20,,"1,070.64",,,,,,,10.68,0.00,10.68,10.69,0.01,Normal,56.92,0.00,56.92,Siaga Banjir IV,46.24,-0.81,,,
1949,4/18/2024,5:15:00 PM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.51,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1950,4/19/2024,5:15:00 PM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.52,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1951,4/20/2024,8:00:00 AM,508.55,3.20,,"1,107.03",,,,,,,10.93,0.00,10.93,10.93,0.00,Normal,57.11,0.00,57.11,Siaga Banjir IV,46.18,-0.81,,,
1952,4/20/2024,11:30:00 AM,508.40,3.20,,925.12,,,,,,,9.71,0.00,9.71,9.69,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,46.46,-0.83,,,
1953,4/20/2024,4:00:00 PM,508.40,3.20,,925.12,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,46.46,-0.83,,,
1954,4/20/2024,7:30:00 PM,508.40,3.20,,925.12,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,46.46,-0.83,,,
1955,4/20/2024,9:00:00 PM,508.40,3.20,,925.12,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,46.46,-0.83,,,
1956,4/21/2024,12:10:00 AM,508.40,3.20,,925.12,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,46.46,-0.83,,,
1957,4/21/2024,4:00:00 AM,508.40,3.20,,925.12,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,56.17,0.00,56.17,Siaga Banjir IV,46.46,-0.83,,,
1958,4/21/2024,7:30:00 AM,508.37,3.20,,888.73,,,,,,,9.46,0.00,9.46,9.46,0.00,Normal,55.98,0.00,55.98,Siaga Banjir IV,46.52,-0.83,,,
1959,4/21/2024,12:00:00 PM,508.39,3.20,,912.99,,,,,,,9.63,0.00,9.63,9.63,0.00,Normal,56.11,0.00,56.11,Siaga Banjir IV,46.48,-0.83,,,
1960,4/21/2024,5:00:00 PM,508.35,3.20,,864.48,,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,55.86,0.00,55.86,Siaga Banjir IV,46.56,-0.83,,,
1961,4/21/2024,7:30:00 PM,508.30,3.20,,803.84,,,,,,,8.89,0.00,8.89,8.89,0.00,Normal,55.54,0.00,55.54,Siaga Banjir IV,46.65,-0.84,,,
1962,4/21/2024,9:20:00 PM,508.40,3.20,,925.12,,,,,,,9.71,0.00,9.71,9.73,0.02,Normal,56.17,0.00,56.17,Siaga Banjir IV,46.46,-0.83,,,
1963,4/22/2024,4:00:00 PM,508.45,3.20,,985.75,,,,,,,10.11,0.00,10.11,10.12,0.00,Normal,56.48,0.00,56.48,Siaga Banjir IV,46.37,-0.82,,,
1964,4/22/2024,6:20:00 PM,508.35,3.20,,864.48,,,,,,,9.30,0.00,9.30,9.29,0.00,Normal,55.86,0.00,55.86,Siaga Banjir IV,46.56,-0.83,,,
1965,4/23/2024,4:00:00 PM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.54,0.02,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1966,4/23/2024,8:20:00 PM,508.50,3.20,,"1,046.39",,,,,,,10.52,0.00,10.52,10.52,0.00,Normal,56.80,0.00,56.80,Siaga Banjir IV,46.28,-0.81,,,
1967,4/24/2024,8:00:00 AM,508.32,3.20,,828.10,,,,,,,9.06,0.00,9.06,9.05,0.00,Normal,55.67,0.00,55.67,Siaga Banjir IV,46.61,-0.84,,,
1968,4/24/2024,4:00:00 PM,508.34,3.20,,852.35,,,,,,,9.22,0.00,9.22,9.22,0.00,Normal,55.79,0.00,55.79,Siaga Banjir IV,46.57,-0.83,,,
1969,4/24/2024,6:30:00 PM,508.35,3.20,,864.48,,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,55.86,0.00,55.86,Siaga Banjir IV,46.56,-0.83,,,
1970,4/25/2024,4:00:00 AM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.34,0.01,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1971,4/25/2024,12:24:00 PM,508.45,3.20,,985.75,,,,,,,10.11,0.00,10.11,10.11,0.00,Normal,56.48,0.00,56.48,Siaga Banjir IV,46.37,-0.82,,,
1972,4/25/2024,3:50:00 PM,508.60,3.20,,"1,167.66",,,,,,,11.33,0.00,11.33,11.35,0.01,Normal,57.42,0.00,57.42,Siaga Banjir IV,46.09,-0.80,,,
1973,4/25/2024,6:15:00 PM,508.41,3.20,,937.24,,,,,,,9.79,0.00,9.79,9.76,0.00,Normal,56.23,0.00,56.23,Siaga Banjir IV,46.44,-0.83,,,
1974,4/25/2024,7:30:00 PM,510.10,3.20,,"4,635.28",,,,,,,31.83,0.00,31.83,32.66,0.82,Siaga Banjir IV,76.81,0.00,76.81,Siaga Banjir IV,44.98,-0.59,,,
1975,4/25/2024,9:30:00 PM,509.30,3.20,,"2,414.67",,,,,,,22.02,0.00,22.02,21.71,0.00,Siaga Banjir IV,64.57,0.00,64.57,Siaga Banjir IV,42.55,-0.66,,,
1976,4/26/2024,3:20:00 PM,508.79,3.20,,"1,398.08",,,,,,,12.88,0.00,12.88,12.83,0.00,Normal,58.61,0.00,58.61,Siaga Banjir IV,45.73,-0.78,,,
1977,4/26/2024,7:00:00 PM,509.00,3.20,,"1,652.76",,,,,,,16.76,0.00,16.76,16.77,0.02,Normal,59.93,0.00,59.93,Siaga Banjir IV,43.18,-0.72,,,
1978,4/26/2024,9:00:00 PM,508.98,3.20,,"1,628.51",,,,,,,15.73,0.00,15.73,15.72,0.00,Normal,59.81,0.00,59.81,Siaga Banjir IV,44.08,-0.74,,,
1979,4/27/2024,8:00:00 AM,508.73,3.20,,"1,325.32",,,,,,,12.39,0.00,12.39,12.38,0.00,Normal,58.24,0.00,58.24,Siaga Banjir IV,45.85,-0.79,,,
1980,4/27/2024,12:00:00 PM,508.66,3.20,,"1,240.43",,,,,,,11.82,0.00,11.82,11.82,0.00,Normal,57.80,0.00,57.80,Siaga Banjir IV,45.98,-0.80,,,
1981,4/27/2024,4:05:00 PM,508.73,3.20,,"1,325.32",,,,,,,12.39,0.00,12.39,12.40,0.01,Normal,58.24,0.00,58.24,Siaga Banjir IV,45.85,-0.79,,,
1982,4/27/2024,8:00:00 PM,508.79,3.20,,"1,398.08",,,,,,,12.88,0.00,12.88,12.88,0.01,Normal,58.61,0.00,58.61,Siaga Banjir IV,45.73,-0.78,,,
1983,4/28/2024,4:00:00 AM,508.66,3.20,,"1,240.43",,,,,,,11.82,0.00,11.82,11.82,0.00,Normal,57.80,0.00,57.80,Siaga Banjir IV,45.98,-0.80,,,
1984,4/28/2024,8:20:00 AM,508.66,3.20,,"1,240.43",,,,,,,11.82,0.00,11.82,11.82,0.00,Normal,57.80,0.00,57.80,Siaga Banjir IV,45.98,-0.80,,,
